"","Park.Name","Area","Latitude","Longitude","Category","Order","Family","Scientific.Name","Conservation.Status"
"588","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"589","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"590","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"591","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes","Species of Concern"
"592","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"593","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis yumanensis","Species of Concern"
"594","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Molossidae","Eumops perotis","Least Concern"
"595","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Molossidae","Tadarida brasiliensis","Least Concern"
"596","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Antrozous pallidus","Species of Concern"
"597","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Corynorhinus townsendii","Least Concern"
"598","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"599","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Euderma maculatum","Species of Concern"
"600","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"601","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Lasiurus blossevillii","Species of Concern"
"602","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"603","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis californicus","Species of Concern"
"604","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"605","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"606","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"607","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes","Species of Concern"
"608","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"609","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis yumanensis","Species of Concern"
"610","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Parastrellus hesperus","Least Concern"
"611","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Molossidae","Eumops perotis","Least Concern"
"612","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Molossidae","Nyctinomops macrotis","Species of Concern"
"613","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Molossidae","Tadarida brasiliensis","Least Concern"
"614","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Phyllostomidae","Macrotus californicus","Species of Concern"
"615","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Antrozous pallidus","Species of Concern"
"616","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Corynorhinus townsendii","Least Concern"
"617","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"618","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Euderma maculatum","Species of Concern"
"619","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Idionycteris phyllotis","Species of Concern"
"620","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"621","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Lasiurus blossevillii","Species of Concern"
"622","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"623","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis californicus","Species of Concern"
"624","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"625","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"626","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"627","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes","Species of Concern"
"628","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"629","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis yumanensis","Species of Concern"
"630","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Pipistrellus hesperus","Species of Concern"
